Sample_ID	Mutant.309.R1.drna.DVBt.DVB.S7.R1.001	Mutant.309.R2.drna.DVBt.DVB.S8.R1.001	Mutant.309.R3.drna.DVBt.DVB.S9.R1.001	WT.39.R1.drna.DVBt.DVB.S13.R1.001	WT.39.R2.drna.DVBt.DVB.S14.R1.001	WT.39.R3.drna.DVBt.DVB.S15.R1.001	GBA.KTI6.1.dRNA.DVBt.DVB.S10.R1.001.bam	GBA.KTI6.2.dRNA.DVBt.DVB.S11.R1.001.bam	GBA.KTI6.3.dRNA.DVBt.DVB.S12.R1.001.bam	WT.56.1.dRNA.DVBt.DVB.S13.R1.001.bam	WT.56.2.dRNA.DVBt.DVB.S14.R1.001.bam	WT.56.3.dRNA.DVBt.DVB.S15.R1.001.bam
MIR6871	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0
MIR6872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MIR6878	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6879	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6880	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6881	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6882	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6883	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6886	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6891	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6892	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6893	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6894	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR6895	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MIR7-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
MIR7-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7-3HG	13.0	21.0	37.0	170.0	157.0	118.0	34.0	52.0	53.0	162.0	277.0	275.0
MIR708	0.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MIR7106	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7107	0.0	3.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0
MIR7108	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7109	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR711	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7110	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7111	4.0	7.0	0.0	3.0	2.0	2.0	1.0	2.0	0.0	2.0	1.0	0.0
MIR7112	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7113	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7114	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7150	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7151	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7152	1.0	2.0	0.0	1.0	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0
MIR7153	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7154	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7155	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7156	0.0	0.0	1.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0
MIR7157	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7158	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7159	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7160	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7161	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7162	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR718	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR744	2.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	2.0	2.0
MIR7515	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7515HG	2.0	1.0	2.0	5.0	1.0	3.0	5.0	6.0	5.0	7.0	1.0	1.0
MIR758	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MIR759	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR760	1.0	3.0	7.0	6.0	5.0	13.0	0.0	0.0	0.0	2.0	0.0	0.0
MIR761	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR762	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR762HG	14.0	14.0	15.0	9.0	23.0	17.0	11.0	10.0	10.0	21.0	13.0	9.0
MIR764	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR765	0.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0
MIR766	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR767	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR769	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR770	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7702	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7703	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7704	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7705	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7706	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7843	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7844	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7845	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7846	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7847	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7848	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7849	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7850	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7851	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MIR7852	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7853	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7854	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0
MIR7855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7856	0.0	2.0	1.0	2.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0
MIR7973-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7973-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7974	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MIR7975	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7976	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MIR7977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR7978	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR802	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8052	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8053	3.0	0.0	1.0	0.0	0.0	0.0	4.0	0.0	1.0	0.0	0.0	0.0
MIR8054	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8055	0.0	0.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0
MIR8056	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8057	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8058	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0
MIR8059	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8060	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8061	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8062	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8063	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8064	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
MIR8065	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8066	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8068	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8069-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8069-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8070	0.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8071-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8071-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8072	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8073	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8074	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8075	3.0	6.0	4.0	1.0	2.0	1.0	1.0	2.0	0.0	2.0	0.0	0.0
MIR8076	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8078	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0
MIR8079	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8080	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8081	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8082	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0
MIR8083	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8084	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8085	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8086	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8087	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8088	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8089	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR8485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR873	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR874	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR875	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR876	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR877	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR885	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR887	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0
MIR888	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR889	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR890	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR891A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR891B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR892A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR892B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR892C	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR9-1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR9-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR9-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR9-3HG	86.0	131.0	119.0	91.0	23.0	13.0	115.0	105.0	180.0	169.0	187.0	317.0
MIR920	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR921	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR924	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR92A1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR92A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR92B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR93	0.0	1.0	2.0	4.0	1.0	4.0	0.0	1.0	5.0	0.0	0.0	1.0
MIR933	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR934	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR935	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR936	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR937	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR938	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR939	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR940	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR941-1	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0
MIR941-2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR941-3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR941-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR941-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0
MIR942	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR943	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR944	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR95	0.0	0.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	1.0	1.0	1.0
MIR9500	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR96	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR98	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR99A	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIR99AHG	1212.0	1246.0	1231.0	1503.0	1617.0	1487.0	2023.0	1790.0	1836.0	1939.0	1307.0	1296.0
MIR99B	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7A1	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7A1HG	0.0	2.0	2.0	5.0	0.0	2.0	63.0	37.0	69.0	92.0	47.0	50.0
MIRLET7A2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7A3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7B	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7BHG	7.0	18.0	6.0	2.0	0.0	0.0	8.0	1.0	12.0	13.0	9.0	18.0
MIRLET7C	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7D	10.0	9.0	6.0	7.0	5.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7E	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7F1	1.0	0.0	3.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7F2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MIRLET7G	1.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	1.0	3.0	0.0
MIRLET7I	0.0	1.0	0.0	0.0	1.0	3.0	1.0	0.0	1.0	1.0	1.0	0.0
MIS12	1338.0	1365.0	1379.0	1047.0	1071.0	941.0	1120.0	933.0	837.0	788.0	853.0	921.0
MIS18A	174.0	199.0	191.0	131.0	163.0	144.0	134.0	111.0	142.0	135.0	102.0	155.0
MIS18A-AS1	9.0	9.0	15.0	32.0	14.0	11.0	7.0	19.0	11.0	16.0	12.0	14.0
MIS18BP1	137.0	214.0	210.0	96.0	86.0	57.0	136.0	122.0	95.0	128.0	142.0	265.0
MISP	154.0	81.0	155.0	28.0	18.0	56.0	43.0	52.0	53.0	35.0	14.0	23.0
MISP3	207.0	244.0	242.0	335.0	403.0	326.0	189.0	219.0	186.0	338.0	346.0	247.0
MITD1	493.0	515.0	521.0	389.0	379.0	303.0	338.0	295.0	312.0	266.0	266.0	306.0
MITF	48.0	44.0	30.0	39.0	12.0	7.0	87.0	126.0	112.0	157.0	43.0	82.0
MIXL1	3.0	1.0	7.0	23.0	9.0	7.0	11.0	15.0	4.0	28.0	21.0	18.0
MKI67	269.0	727.0	620.0	47.0	25.0	3.0	191.0	256.0	405.0	136.0	359.0	1258.0
MKI67P1	0.0	0.0	2.0	1.0	0.0	2.0	0.0	1.0	0.0	0.0	2.0	0.0
MKKS	741.0	772.0	908.0	877.0	1134.0	1329.0	753.0	783.0	683.0	710.0	822.0	964.0
MKLN1	3382.0	3004.0	3194.0	1497.0	1467.0	1314.0	2924.0	2186.0	1870.0	2038.0	1463.0	1799.0
MKLN1-AS	96.0	82.0	74.0	92.0	83.0	57.0	186.0	140.0	134.0	164.0	161.0	188.0
MKNK1	419.0	416.0	441.0	456.0	294.0	234.0	372.0	344.0	344.0	347.0	318.0	266.0
MKNK1-AS1	4.0	5.0	8.0	3.0	4.0	3.0	5.0	8.0	5.0	17.0	4.0	1.0
MKNK2	1464.0	1226.0	1553.0	776.0	1049.0	798.0	1618.0	1507.0	1254.0	1495.0	1414.0	1226.0
MKNK2P1	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MKRN1	3326.0	3500.0	4308.0	3885.0	4351.0	4312.0	3232.0	3055.0	2656.0	3828.0	3253.0	3342.0
MKRN2	1612.0	1665.0	1695.0	1156.0	1152.0	1084.0	1266.0	1148.0	1048.0	1240.0	1034.0	1258.0
MKRN2OS	16.0	15.0	22.0	20.0	14.0	10.0	5.0	11.0	7.0	12.0	2.0	11.0
MKRN3	560.0	595.0	538.0	340.0	393.0	366.0	122.0	138.0	130.0	242.0	148.0	146.0
MKRN4P	7.0	7.0	6.0	37.0	55.0	71.0	6.0	10.0	9.0	8.0	6.0	9.0
MKRN5P	5.0	5.0	8.0	6.0	2.0	5.0	0.0	0.0	1.0	4.0	4.0	1.0
MKRN7P	37.0	42.0	33.0	43.0	29.0	25.0	27.0	15.0	32.0	77.0	34.0	41.0
MKRN9P	60.0	81.0	79.0	53.0	59.0	56.0	48.0	47.0	31.0	47.0	36.0	47.0
MKS1	469.0	515.0	551.0	338.0	336.0	366.0	391.0	388.0	370.0	443.0	339.0	387.0
MKX	49.0	37.0	33.0	107.0	29.0	11.0	39.0	34.0	37.0	292.0	628.0	433.0
MKX-AS1	1.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	9.0	9.0	6.0
MLANA	3.0	2.0	2.0	8.0	6.0	6.0	8.0	5.0	0.0	3.0	1.0	7.0
MLC1	8974.0	9372.0	8333.0	979.0	480.0	75.0	8810.0	7308.0	6850.0	2955.0	2321.0	4305.0
MLEC	10537.0	10719.0	10224.0	3576.0	3403.0	3200.0	8321.0	6904.0	5945.0	6576.0	4851.0	6052.0
MLECP1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLF1	2344.0	2459.0	2180.0	1817.0	1265.0	1487.0	2900.0	2237.0	1780.0	1392.0	1070.0	1345.0
MLF2	3461.0	3829.0	4468.0	4848.0	6427.0	6398.0	3254.0	3541.0	2954.0	3935.0	4648.0	4691.0
MLH1	1119.0	1314.0	1388.0	1007.0	1245.0	1082.0	1140.0	1003.0	930.0	952.0	1082.0	1293.0
MLH3	998.0	958.0	1041.0	824.0	802.0	783.0	811.0	683.0	568.0	925.0	680.0	753.0
MLIP	6.0	13.0	7.0	19.0	16.0	38.0	9.0	11.0	10.0	29.0	22.0	20.0
MLIP-AS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLIP-IT1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLKL	0.0	0.0	0.0	6.0	5.0	7.0	1.0	1.0	3.0	4.0	4.0	9.0
MLLT1	7362.0	7146.0	7222.0	3015.0	2892.0	2640.0	6154.0	5615.0	4698.0	3502.0	3263.0	4137.0
MLLT10	1869.0	1593.0	1672.0	1207.0	1141.0	943.0	1286.0	1061.0	1042.0	1093.0	895.0	976.0
MLLT10P1	2.0	3.0	1.0	15.0	16.0	13.0	2.0	2.0	2.0	3.0	4.0	2.0
MLLT10P2	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
MLLT11	5039.0	6173.0	8926.0	20805.0	26841.0	24226.0	5396.0	6312.0	5216.0	12382.0	15615.0	15893.0
MLLT3	2540.0	2592.0	3493.0	2243.0	2730.0	1628.0	2890.0	2729.0	1786.0	1548.0	1606.0	1421.0
MLLT6	1878.0	1628.0	1794.0	1096.0	821.0	727.0	1370.0	1301.0	1327.0	1473.0	1193.0	1382.0
